iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
DNK,Europe,Denmark,2022-03-01,2783399.0,18561.0,20855.0,4649.0,37.0,39.143,478798.28,3192.85,3587.462,799.718,6.365,6.733,0.69,48.0,8.257,1734.0,298.281,,,2413.0,415.083,62834342.0,66731.0,10808.718,11.479,69723.0,11.994,0.2991,3.3,tests performed,13155073.0,4831012.0,4788101.0,3582886.0,1854.0,1858.0,226.29,83.1,82.36,61.63,320.0,87.0,0.001,13.89,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,
DOM,North America,Dominican Republic,2022-02-01,556520.0,1275.0,1741.714,4310.0,3.0,2.714,50806.512,116.399,159.007,393.474,0.274,0.248,0.61,,,,,,,,,2967292.0,8200.0,270.894,0.749,6437.0,0.588,0.2706,3.7,samples tested,,,,,,41962.0,,,,,3831.0,2519.0,0.023,37.96,10953714.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,,,,
DOM,North America,Dominican Republic,2022-03-01,574912.0,356.0,330.857,4369.0,1.0,1.286,52485.577,32.5,30.205,398.86,0.091,0.117,0.6,,,,,,,,,3124587.0,4746.0,285.254,0.433,5080.0,0.464,0.0651,15.4,samples tested,,,,,,8737.0,,,,,798.0,4294.0,0.039,8.33,10953714.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,,,,
DZA,Africa,Algeria,2022-02-01,253520.0,1403.0,1730.571,6593.0,14.0,11.0,5682.187,31.446,38.788,147.77,0.314,0.247,0.82,39.0,0.874,,,,,,,,,,,,,,,,,,,,,16222.0,,,,,364.0,5204.0,0.012,65.74,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
DZA,Africa,Algeria,2022-03-01,265010.0,74.0,92.143,6840.0,5.0,4.0,5939.714,1.659,2.065,153.306,0.112,0.09,0.34,13.0,0.291,,,,,,,,,,,,,,,,,,,,,4307.0,,,,,97.0,328.0,0.001,58.33,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,
ECU,South America,Ecuador,2022-02-01,739297.0,7259.0,6771.286,34572.0,39.0,30.0,41328.12,405.792,378.528,1932.641,2.18,1.677,1.08,,,,,,,,,2356969.0,10484.0,131.759,0.586,10812.0,0.604,0.637,1.6,people tested,30095861.0,14660555.0,13318623.0,2655334.0,67804.0,55682.0,168.24,81.96,74.45,14.84,3113.0,6386.0,0.036,60.65,17888474.0,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,,,,
ECU,South America,Ecuador,2022-03-01,827760.0,0.0,1031.286,35223.0,0.0,7.286,46273.371,0.0,57.651,1969.033,0.0,0.407,0.92,,,,,,,,,2527287.0,1570.0,141.28,0.088,3475.0,0.194,0.357,2.8,people tested,31996832.0,14774852.0,13565454.0,4206584.0,7716.0,46622.0,178.87,82.59,75.83,23.52,2606.0,3047.0,0.017,67.59,17888474.0,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,,,,
EGY,Africa,Egypt,2022-02-01,428202.0,2291.0,2092.0,22683.0,48.0,36.0,4107.125,21.974,20.066,217.565,0.46,0.345,1.2,,,,,,,,,,,,,,,,,,,,,,,257447.0,,,,,2469.0,89716.0,0.086,43.52,104258327.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,,,,
EGY,Africa,Egypt,2022-03-01,485093.0,1322.0,1663.429,24110.0,36.0,36.143,4652.799,12.68,15.955,231.253,0.345,0.347,0.75,,,,,,,,,,,,,,,,,,71361630.0,41192990.0,30174310.0,,,202777.0,68.45,39.51,28.94,,1945.0,115933.0,0.111,43.52,104258327.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,,,,
ERI,Africa,Eritrea,2022-02-01,9536.0,0.0,20.857,98.0,0.0,0.429,2647.814,0.0,5.791,27.211,0.0,0.119,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,3601462.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,,,,
ERI,Africa,Eritrea,2022-03-01,9704.0,3.0,2.143,103.0,0.0,0.0,2694.461,0.833,0.595,28.599,0.0,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,3601462.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,,,,
ESP,Europe,Spain,2022-02-01,10039126.0,77873.0,91908.429,93633.0,408.0,179.571,214762.663,1665.903,1966.157,2003.05,8.728,3.841,0.8,1992.0,42.614,15217.0,325.531,962.0,20.58,12673.0,271.108,82562321.0,233405.0,1766.22,4.993,217005.0,4.642,0.311,3.2,tests performed,90449104.0,40927320.0,38305091.0,21918589.0,176208.0,168433.0,193.49,87.55,81.94,46.89,3603.0,11268.0,0.024,46.76,46745211.0,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,,,,
ESP,Europe,Spain,2022-03-01,11036085.0,58561.0,22270.286,99883.0,473.0,178.286,236090.174,1252.77,476.419,2136.754,10.119,3.814,0.81,892.0,19.082,5217.0,111.605,299.0,6.396,3759.0,80.415,85991409.0,114143.0,1839.577,2.442,92783.0,1.985,0.165,6.1,tests performed,92679676.0,41076523.0,39062167.0,,46518.0,48816.0,198.27,87.87,83.56,,1044.0,6429.0,0.014,46.76,46745211.0,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,,,,
EST,Europe,Estonia,2022-02-01,344060.0,6517.0,6064.571,2037.0,4.0,3.857,259631.086,4917.793,4576.386,1537.14,3.018,2.911,1.28,14.0,10.565,392.0,295.807,,,,,2863997.0,13312.0,2161.201,10.045,12586.0,9.498,0.4819,2.1,tests performed,1922641.0,854561.0,833655.0,417571.0,2455.0,2493.0,145.08,64.49,62.91,31.51,1881.0,235.0,0.018,54.63,1325188.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,,,,
EST,Europe,Estonia,2022-03-01,499083.0,4653.0,4442.0,2250.0,14.0,9.857,376612.979,3511.2,3351.977,1697.872,10.565,7.438,0.8,22.0,16.601,651.0,491.251,,,,,3132137.0,8599.0,2363.542,6.489,7479.0,5.644,0.5939,1.7,tests performed,1955215.0,857432.0,840047.0,443535.0,1045.0,803.0,147.54,64.7,63.39,33.47,606.0,77.0,0.006,54.63,1325188.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,,,,
ETH,Africa,Ethiopia,2022-02-01,465477.0,319.0,347.143,7343.0,6.0,9.0,3948.862,2.706,2.945,62.294,0.051,0.076,0.46,,,,,,,,,4346658.0,4840.0,36.875,0.041,6113.0,0.052,0.0568,17.6,tests performed,,,,,,344.0,,,,,3.0,8.0,0.0,40.74,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,
ETH,Africa,Ethiopia,2022-03-01,468770.0,43.0,49.143,7463.0,1.0,3.143,3976.799,0.365,0.417,63.312,0.008,0.027,0.54,,,,,,,,,,,,,5616.0,0.048,0.0088,114.3,tests performed,24450750.0,20020958.0,,,171774.0,513926.0,20.74,16.98,,,4360.0,405644.0,0.344,40.74,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,
FIN,Europe,Finland,2022-02-01,493114.0,3244.0,4587.571,1990.0,0.0,13.714,88875.616,584.677,826.834,358.664,0.0,2.472,1.03,49.0,8.831,670.0,120.756,,,,,9540505.0,26115.0,1719.518,4.707,19646.0,3.541,0.332,3.0,tests performed,11018426.0,4389916.0,4135104.0,2493406.0,10241.0,46440.0,198.59,79.12,74.53,44.94,8370.0,14109.0,0.254,38.89,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FIN,Europe,Finland,2022-03-01,657443.0,19686.0,4568.571,2380.0,14.0,7.286,118493.191,3548.075,823.409,428.956,2.523,1.313,1.27,31.0,5.587,693.0,124.902,,,,,10008443.0,21057.0,1803.856,3.795,15175.0,2.735,0.42,2.4,tests performed,11444253.0,,4222852.0,2764874.0,1198.0,2647.0,206.26,,76.11,49.83,477.0,25.0,0.0,24.07,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FJI,Oceania,Fiji,2022-02-01,62855.0,0.0,126.714,801.0,0.0,3.143,69614.652,0.0,140.342,887.142,0.0,3.481,0.78,,,,,,,,,492527.0,,545.495,,292.0,0.323,,,tests performed,,,,,,252.0,,,,,279.0,86.0,0.01,81.48,902899.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2022-03-01,63930.0,0.0,40.0,834.0,0.0,1.143,70805.262,0.0,44.302,923.691,0.0,1.266,0.97,,,,,,,,,497559.0,,551.068,,205.0,0.227,,,tests performed,,,,104572.0,,313.0,,,,11.58,347.0,106.0,0.012,61.11,902899.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FLK,South America,Falkland Islands,2022-02-01,89.0,0.0,0.429,,,,25226.757,0.0,121.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528.0,,,,,,,,,,,,,81.44,,,,,
FLK,South America,Falkland Islands,2022-03-01,110.0,0.0,0.714,,,,31179.138,0.0,202.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528.0,,,,,,,,,,,,,81.44,,,,,
FRA,Europe,France,2022-02-01,19609576.0,413177.0,322093.571,131379.0,368.0,260.286,290848.328,6128.222,4777.277,1948.607,5.458,3.861,0.87,3751.0,55.635,32894.0,487.882,2070.0,30.702,19555.0,290.039,235825427.0,967365.0,3497.752,14.348,981888.0,14.563,0.341,2.9,people tested,137325747.0,54054714.0,51637784.0,32712219.0,236069.0,244660.0,203.68,80.17,76.59,48.52,3629.0,16103.0,0.024,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRA,Europe,France,2022-03-01,22835320.0,79794.0,54468.0,138645.0,209.0,185.714,338692.415,1183.501,807.867,2056.376,3.1,2.755,0.77,2408.0,35.715,24437.0,362.448,940.0,13.942,7865.0,116.653,247958562.0,303541.0,3677.71,4.502,283227.0,4.201,0.2,5.0,people tested,141365942.0,54254216.0,52513880.0,35677184.0,59846.0,67601.0,209.67,80.47,77.89,52.92,1003.0,3777.0,0.006,72.22,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
FRO,Europe,Faeroe Islands,2022-02-01,20749.0,1124.0,710.143,19.0,1.0,0.286,422991.458,22913.991,14477.053,387.336,20.386,5.825,,,,,,,,,,752902.0,,15348.745,,2763.0,56.327,0.257,3.9,people tested,103280.0,41687.0,40853.0,20740.0,57.0,104.0,210.55,84.98,83.28,42.28,2120.0,3.0,0.006,25.93,49053.0,35.308,,,,,,,,,,,,80.67,,,,,
FRO,Europe,Faeroe Islands,2022-03-01,34383.0,146.0,334.143,28.0,0.0,0.571,700935.723,2976.372,6811.874,570.811,0.0,11.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,49053.0,35.308,,,,,,,,,,,,80.67,,,,,
FSM,Oceania,Micronesia (country),2022-02-01,1.0,0.0,0.0,,,,8.602,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,
FSM,Oceania,Micronesia (country),2022-03-01,1.0,0.0,0.0,,,,8.602,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,
GAB,Africa,Gabon,2022-02-01,46925.0,0.0,103.857,301.0,0.0,0.143,20591.716,0.0,45.575,132.085,0.0,0.063,0.67,,,,,,,,,1541274.0,,676.345,,1693.0,0.743,0.0613,16.3,tests performed,,,,,,1933.0,,,,,848.0,328.0,0.014,60.19,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,
GAB,Africa,Gabon,2022-03-01,47543.0,0.0,5.286,303.0,0.0,0.0,20862.908,0.0,2.319,132.963,0.0,0.0,0.44,,,,,,,,,,,,,749.0,0.329,0.0071,141.7,tests performed,,,,,,93.0,,,,,41.0,328.0,0.014,50.93,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,
GBR,Europe,United Kingdom,2022-02-01,17470395.0,112819.0,76549.0,157005.0,,,256137.432,1654.065,1122.302,2301.886,,,1.34,502.0,7.36,15489.0,227.088,,,11400.0,167.138,440254587.0,1251408.0,6454.673,18.347,1270805.0,18.632,0.0602,16.6,tests performed,138220429.0,52373222.0,48467140.0,37380067.0,77086.0,92810.0,202.65,76.79,71.06,54.8,1361.0,15244.0,0.022,42.13,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,
GBR,Europe,United Kingdom,2022-03-01,19036570.0,99485.0,41712.714,161773.0,269.0,116.857,279099.479,1458.572,611.56,2371.791,3.944,1.713,1.03,278.0,4.076,10928.0,160.218,,,8521.0,124.928,465278555.0,674404.0,6821.555,9.888,653769.0,9.585,0.0638,15.7,tests performed,139927804.0,52640258.0,49029528.0,38258018.0,43493.0,48021.0,205.15,77.18,71.88,56.09,704.0,7281.0,0.011,23.15,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,
GEO,Asia,Georgia,2022-02-01,1200124.0,24201.0,17852.857,15016.0,36.0,34.571,301555.893,6081.0,4485.898,3773.08,9.046,8.687,1.45,,,,,,,,,,,,,37234.0,9.356,0.4795,2.1,tests performed,2730067.0,1507224.0,1222843.0,,7880.0,8894.0,68.6,37.87,30.73,,2235.0,7111.0,0.179,50.0,3979773.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,
GEO,Asia,Georgia,2022-03-01,1612319.0,6847.0,6650.0,16199.0,36.0,38.0,405128.383,1720.45,1670.95,4070.333,9.046,9.548,0.46,,,,,,,,,13445347.0,37226.0,3378.421,9.354,17695.0,4.446,0.3758,2.7,tests performed,2822060.0,1574673.0,1247387.0,,1514.0,2442.0,70.91,39.57,31.34,,614.0,1847.0,0.046,47.22,3979773.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,
GGY,Europe,Guernsey,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,1025.0,,,,63385.0,,,,,,,,,,,,,,,,,,
GGY,Europe,Guernsey,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,710.0,,,,63385.0,,,,,,,,,,,,,,,,,,
GHA,Africa,Ghana,2022-02-01,156920.0,0.0,179.286,1395.0,0.0,3.571,4945.146,0.0,5.65,43.962,0.0,0.113,0.95,,,,,,,,,,,,,3857.0,0.122,0.0465,21.5,tests performed,,,,,,84487.0,,,,,2663.0,24811.0,0.078,43.52,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,
GHA,Africa,Ghana,2022-03-01,159891.0,217.0,142.429,1442.0,0.0,0.143,5038.773,6.838,4.488,45.443,0.0,0.005,0.96,,,,,,,,,,,,,3978.0,0.125,0.0358,27.9,tests performed,,,,,,26626.0,,,,,839.0,42646.0,0.134,43.52,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,
GIB,Europe,Gibraltar,2022-02-01,13085.0,135.0,140.286,101.0,0.0,0.143,388382.654,4007.005,4163.893,2997.833,0.0,4.24,,,,,,,,,,,,,,,,,,,111222.0,41370.0,40737.0,29115.0,,77.0,330.12,122.79,120.91,86.42,2285.0,4.0,0.012,,33691.0,3457.1,,,,,,,,,,,,79.93,,,,,
GIB,Europe,Gibraltar,2022-03-01,15488.0,60.0,56.714,101.0,0.0,0.0,459707.34,1780.891,1683.366,2997.833,0.0,0.0,,,,,,,,,,,,,,,,,,,113138.0,41968.0,40917.0,30253.0,,53.0,335.81,124.57,121.45,89.8,1573.0,27.0,0.08,,33691.0,3457.1,,,,,,,,,,,,79.93,,,,,
GIN,Africa,Guinea,2022-02-01,36166.0,0.0,30.714,419.0,0.0,0.429,2679.511,0.0,2.276,31.043,0.0,0.032,0.63,,,,,,,,,,,,,,,,,,4757851.0,,1875202.0,,8529.0,10538.0,35.25,,13.89,,781.0,254.0,0.002,60.19,13497237.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,
GIN,Africa,Guinea,2022-03-01,36397.0,0.0,0.571,440.0,0.0,0.0,2696.626,0.0,0.042,32.599,0.0,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,61230.0,,,,,4536.0,254.0,0.002,54.63,13497237.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,
GMB,Africa,Gambia,2022-02-01,11863.0,21.0,41.571,364.0,2.0,2.429,4770.125,8.444,16.716,146.365,0.804,0.977,0.31,,,,,,,,,139940.0,,56.27,,289.0,0.116,0.1438,7.0,tests performed,,,,,,469.0,,,,,189.0,468.0,0.019,13.89,2486937.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,
GMB,Africa,Gambia,2022-03-01,11939.0,0.0,2.143,365.0,0.0,0.0,4800.685,0.0,0.862,146.767,0.0,0.0,0.27,,,,,,,,,,,,,121.0,0.049,0.0177,56.5,tests performed,,,,,,49.0,,,,,20.0,48.0,0.002,13.89,2486937.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,
GNB,Africa,Guinea-Bissau,2022-02-01,7586.0,0.0,14.571,156.0,0.0,0.286,3763.849,0.0,7.23,77.401,0.0,0.142,0.95,,,,,,,,,,,,,,,,,,,,,,,1702.0,,,,,844.0,1383.0,0.069,,2015490.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
GNB,Africa,Guinea-Bissau,2022-03-01,8022.0,21.0,9.857,167.0,0.0,0.143,3980.174,10.419,4.891,82.858,0.0,0.071,0.76,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,,52.0,76.0,0.004,,2015490.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
GNQ,Africa,Equatorial Guinea,2022-02-01,15828.0,26.0,13.714,182.0,0.0,0.143,10916.683,17.932,9.459,125.527,0.0,0.099,0.49,,,,,,,,,,,,,206.0,0.142,0.0666,15.0,tests performed,,,,,,202.0,,,,,139.0,155.0,0.011,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,
GNQ,Africa,Equatorial Guinea,2022-03-01,15884.0,0.0,1.429,182.0,0.0,0.0,10955.306,0.0,0.985,125.527,0.0,0.0,0.5,,,,,,,,,,,,,25323.0,17.465,0.0001,17720.8,tests performed,,,,,,358.0,,,,,247.0,221.0,0.015,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,
GRC,Europe,Greece,2022-02-01,1965719.0,24996.0,19350.857,23608.0,108.0,108.0,189544.591,2410.241,1865.908,2276.403,10.414,10.414,0.96,,,,,,,,,57443783.0,496506.0,5539.021,47.876,268548.0,25.895,0.0721,13.9,samples tested,19407803.0,7764628.0,7345617.0,4882191.0,46712.0,43353.0,187.14,74.87,70.83,47.08,4180.0,7348.0,0.071,77.78,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,
GRC,Europe,Greece,2022-03-01,2438872.0,17208.0,14608.143,25914.0,54.0,61.286,235168.402,1659.283,1408.591,2498.759,5.207,5.909,0.96,,,,,,,,,66001463.0,466528.0,6364.196,44.985,291764.0,28.133,0.0501,20.0,samples tested,20166431.0,7861093.0,7540102.0,5349957.0,19185.0,19449.0,194.45,75.8,72.71,51.59,1875.0,2066.0,0.02,61.11,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,
GRD,North America,Grenada,2022-02-01,12498.0,162.0,97.429,210.0,0.0,0.429,110587.09,1433.438,862.085,1858.16,0.0,3.792,0.7,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,858.0,22.0,0.019,31.48,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,,,,
GRD,North America,Grenada,2022-03-01,13690.0,0.0,20.286,216.0,0.0,0.286,121134.363,0.0,179.496,1911.251,0.0,2.528,0.26,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,425.0,12.0,0.011,31.48,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,,,,
GRL,North America,Greenland,2022-02-01,10821.0,114.0,113.286,6.0,1.0,0.286,190282.76,2004.642,1992.082,105.507,17.585,5.024,,,,,,,,,,,,,,,,,,,79549.0,41188.0,38361.0,,,9.0,139.88,72.43,67.46,,158.0,4.0,0.007,38.89,56868.0,0.137,,,,,,199.941,2.16,,,,,71.7,,,,,
GRL,North America,Greenland,2022-03-01,11747.0,22.0,14.571,19.0,1.0,0.857,206566.083,386.861,256.232,334.107,17.585,15.072,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,35.0,1.0,0.002,33.33,56868.0,0.137,,,,,,199.941,2.16,,,,,71.7,,,,,
GTM,North America,Guatemala,2022-02-01,694513.0,4223.0,2993.429,16401.0,16.0,16.571,38055.782,231.399,164.025,898.691,0.877,0.908,1.17,,,,,,,,,3620333.0,16533.0,198.376,0.906,11543.0,0.632,0.2593,3.9,people tested,13489474.0,6943832.0,5308426.0,1237216.0,38299.0,53857.0,73.92,38.05,29.09,6.78,2951.0,11874.0,0.065,43.98,18249868.0,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,
GTM,North America,Guatemala,2022-03-01,780815.0,3824.0,2674.143,17010.0,39.0,25.286,42784.693,209.536,146.529,932.062,2.137,1.386,0.89,,,,,,,,,3961784.0,13178.0,217.086,0.722,11148.0,0.611,0.2399,4.2,people tested,,,,,,47666.0,,,,,2612.0,11411.0,0.063,58.8,18249868.0,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,
GUM,Oceania,Guam,2022-02-01,,,,,,,,,,,,,,,,,,,,,,247554.0,1039.0,1454.626,6.105,1208.0,7.098,0.533,1.9,tests performed,,,,,,,,,,,,,,52.78,170184.0,304.128,31.4,9.551,5.493,,,310.496,21.52,,,,,80.07,,,,,
GUM,Oceania,Guam,2022-03-01,,,,,,,,,,,,,,,,,,,,,,266786.0,220.0,1567.633,1.293,191.0,1.122,0.214,4.7,tests performed,,,,,,,,,,,,,,43.52,170184.0,304.128,31.4,9.551,5.493,,,310.496,21.52,,,,,80.07,,,,,
GUY,South America,Guyana,2022-02-01,60109.0,220.0,333.857,1171.0,3.0,3.286,76055.668,278.365,422.428,1481.661,3.796,4.157,0.68,,,,,,,,,,,,,,,,,,,,,,,1674.0,,,,,2118.0,389.0,0.049,77.78,790329.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,
GUY,South America,Guyana,2022-03-01,62946.0,25.0,28.571,1220.0,0.0,0.714,79645.312,31.632,36.151,1543.661,0.0,0.904,0.49,,,,,,,,,,,,,,,,,,811293.0,432381.0,328273.0,50639.0,,1050.0,102.65,54.71,41.54,6.41,1329.0,247.0,0.031,72.22,790329.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,
HKG,Asia,Hong Kong,2022-02-01,14326.0,129.0,115.286,213.0,0.0,0.0,1896.78,17.08,15.264,28.201,0.0,0.0,,,,,,,,,,,,,,153525.0,20.327,,,tests performed,,,,,,34468.0,,,,,4564.0,11054.0,0.146,65.74,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,
HKG,Asia,Hong Kong,2022-03-01,331402.0,55658.0,37832.571,990.0,246.0,93.429,43878.032,7369.188,5009.079,131.077,32.571,12.37,,,,,,,,,,,,,,224828.0,29.768,,,tests performed,13192895.0,6193395.0,5216703.0,1782797.0,78302.0,83024.0,174.68,82.0,69.07,23.6,10992.0,33577.0,0.445,71.3,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,
HND,North America,Honduras,2022-02-01,391874.0,0.0,104.143,10512.0,0.0,2.0,38942.088,0.0,10.349,1044.62,0.0,0.199,0.49,,,,,,,,,,,,,,,,,,,,,,,21412.0,,,,,2128.0,7950.0,0.079,34.26,10062994.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,,,,
