iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
HND,North America,Honduras,2022-03-01,412733.0,1521.0,611.0,10778.0,58.0,15.286,41014.931,151.148,60.718,1071.053,5.764,1.519,0.58,,,,,,,,,,,,,,,,,,,,,,,43638.0,,,,,4336.0,739.0,0.007,34.26,10062994.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,,,,
HRV,Europe,Croatia,2022-02-01,944552.0,7385.0,8170.0,13893.0,66.0,55.857,231413.86,1809.314,2001.638,3403.765,16.17,13.685,0.93,,,2052.0,502.737,,,,,4247960.0,16589.0,1040.744,4.064,16490.0,4.04,0.4955,2.0,people tested,5107509.0,2295525.0,2207391.0,,6549.0,6541.0,125.13,56.24,54.08,,1603.0,708.0,0.017,37.96,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,
HRV,Europe,Croatia,2022-03-01,1055943.0,1149.0,1801.286,15101.0,32.0,28.0,258704.492,281.503,441.312,3699.723,7.84,6.86,0.61,,,1266.0,310.168,,,,,4519621.0,5675.0,1107.301,1.39,5934.0,1.454,0.3036,3.3,people tested,5196904.0,2307028.0,2230485.0,,1178.0,1657.0,127.32,56.52,54.65,,406.0,250.0,0.006,35.19,4081657.0,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,,,,
HTI,North America,Haiti,2022-02-01,29323.0,106.0,108.857,876.0,90.0,13.286,2540.617,9.184,9.432,75.899,7.798,1.151,0.81,,,,,,,,,,,,,468.0,0.041,0.2326,4.3,tests performed,,,,,,1665.0,,,,,144.0,1221.0,0.011,43.52,11541683.0,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,,,,
HTI,North America,Haiti,2022-03-01,30342.0,0.0,7.857,820.0,0.0,0.143,2628.906,0.0,0.681,71.047,0.0,0.012,0.76,,,,,,,,,180587.0,,15.647,,468.0,0.041,0.0168,59.6,tests performed,,,,,,531.0,,,,,46.0,429.0,0.004,34.26,11541683.0,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,,,,
HUN,Europe,Hungary,2022-02-01,1562827.0,9422.0,15960.714,41471.0,66.0,64.714,162217.222,977.978,1656.679,4304.578,6.851,6.717,1.22,,,4218.0,437.817,,,,,9638704.0,18191.0,1000.471,1.888,39537.0,4.104,0.4037,2.5,tests performed,,6365250.0,6105342.0,3693859.0,,22101.0,,66.07,63.37,38.34,2294.0,2783.0,0.029,51.85,9634162.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
HUN,Europe,Hungary,2022-03-01,1789581.0,2037.0,3814.714,44051.0,102.0,88.714,185753.675,211.435,395.957,4572.375,10.587,9.208,0.63,,,3610.0,374.708,,,,,10338983.0,4832.0,1073.159,0.502,17253.0,1.791,0.2211,4.5,tests performed,,6395085.0,6170630.0,3811803.0,,4584.0,,66.38,64.05,39.57,476.0,712.0,0.007,51.85,9634162.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
IDN,Asia,Indonesia,2022-02-01,4369391.0,16021.0,10744.0,144348.0,28.0,14.429,15810.402,57.971,38.877,522.315,0.101,0.052,2.22,,,,,,,,,48781744.0,235905.0,176.514,0.854,234909.0,0.85,0.0457,21.9,people tested,,185121652.0,128655689.0,,,1314110.0,,66.99,46.55,,4755.0,442519.0,0.16,68.98,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IDN,Asia,Indonesia,2022-03-01,5589176.0,24728.0,42823.143,148660.0,325.0,266.0,20224.127,89.477,154.953,537.918,1.176,0.963,0.77,,,,,,,,,56449320.0,202005.0,204.259,0.731,242966.0,0.879,0.1763,5.7,people tested,345700796.0,190976834.0,144505806.0,10216285.0,3551.0,689515.0,125.09,69.1,52.29,3.7,2495.0,155854.0,0.056,68.98,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
IMN,Europe,Isle of Man,2022-02-01,21665.0,98.0,79.0,71.0,0.0,0.143,253658.822,1147.407,924.95,831.284,0.0,1.673,,,,,,,,,,,,,,,,,,,185333.0,69208.0,66185.0,49940.0,,92.0,216.99,81.03,77.49,58.47,1077.0,12.0,0.014,,85410.0,147.872,,,,,,,,,,,,81.4,,,,,
IMN,Europe,Isle of Man,2022-03-01,22969.0,125.0,71.143,80.0,0.0,0.143,268926.355,1463.529,832.957,936.658,0.0,1.673,,,,,,,,,,,,,,,,,,,187515.0,69403.0,66648.0,51464.0,137.0,89.0,219.55,81.26,78.03,60.26,1042.0,6.0,0.007,,85410.0,147.872,,,,,,,,,,,,81.4,,,,,
IND,Asia,India,2022-02-01,41630885.0,161386.0,220824.143,497975.0,1733.0,978.286,29877.002,115.821,158.478,357.379,1.244,0.702,0.72,,,,,,,,,730697193.0,1699380.0,524.395,1.22,1699251.0,1.219,0.13,7.7,samples tested,1671163877.0,944749420.0,714073668.0,12340789.0,6377839.0,5835935.0,119.93,67.8,51.25,0.89,4188.0,1734701.0,0.124,81.94,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,
IND,Asia,India,2022-03-01,42938599.0,7554.0,10224.0,514246.0,223.0,232.0,30815.502,5.421,7.337,369.056,0.16,0.166,0.35,,,,,,,,,768382993.0,901647.0,551.441,0.647,1021773.0,0.733,0.01,99.9,samples tested,1776674379.0,965923463.0,791803734.0,18947182.0,1495732.0,2450184.0,127.51,69.32,56.82,1.36,1758.0,343712.0,0.025,59.72,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,
IRL,Europe,Ireland,2022-02-01,1187216.0,4208.0,4792.857,6136.0,0.0,7.0,238257.851,844.487,961.86,1231.41,0.0,1.405,0.83,66.0,13.245,657.0,131.851,,,,,10963646.0,16227.0,2200.252,3.257,16919.0,3.395,0.2833,3.5,tests performed,10437080.0,4041834.0,3911941.0,2723789.0,8348.0,8825.0,209.46,81.11,78.51,54.66,1771.0,1172.0,0.024,17.59,4982904.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,
IRL,Europe,Ireland,2022-03-01,1303720.0,3298.0,3380.286,6508.0,11.0,8.0,261638.595,661.863,678.377,1306.066,2.208,1.605,0.96,48.0,9.633,616.0,123.623,,,,,11400609.0,10739.0,2287.945,2.155,12297.0,2.468,0.2749,3.6,tests performed,10635187.0,4064945.0,3985247.0,2825487.0,3042.0,4809.0,213.43,81.58,79.98,56.7,965.0,575.0,0.012,13.89,4982904.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,
IRN,Asia,Iran,2022-02-01,6408244.0,35070.0,20097.857,132504.0,50.0,32.857,75365.606,412.449,236.365,1558.343,0.588,0.386,2.29,,,,,,,,,44886634.0,97163.0,527.899,1.143,93667.0,1.102,0.2146,4.7,tests performed,132725305.0,60838106.0,54189193.0,17698006.0,523012.0,465368.0,156.09,71.55,63.73,20.81,5473.0,42414.0,0.05,62.04,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,
IRN,Asia,Iran,2022-03-01,7060741.0,9312.0,11015.143,137064.0,226.0,223.571,83039.445,109.516,129.546,1611.972,2.658,2.629,0.5,,,,,,,,,47335696.0,83461.0,556.702,0.982,79262.0,0.932,0.139,7.2,tests performed,141724717.0,62903145.0,55529712.0,23291860.0,197887.0,236720.0,166.68,73.98,65.31,27.39,2784.0,77185.0,0.091,62.04,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,
IRQ,Asia,Iraq,2022-02-01,2218483.0,7901.0,7256.714,24405.0,16.0,13.714,53873.676,191.868,176.222,592.651,0.389,0.333,1.09,,,,,,,,,,,,,26836.0,0.652,0.2704,3.7,tests performed,15769592.0,9325542.0,6365752.0,,,41593.0,38.29,22.65,15.46,,1010.0,23478.0,0.057,64.81,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRQ,Asia,Iraq,2022-03-01,2303816.0,1023.0,1269.571,24999.0,10.0,14.571,55945.904,24.843,30.83,607.076,0.243,0.354,0.57,,,,,,,,,,,,,14555.0,0.353,0.0872,11.5,tests performed,,,,,,36731.0,,,,,892.0,19386.0,0.047,46.3,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
ISL,Europe,Iceland,2022-02-01,69177.0,1504.0,1297.286,46.0,0.0,0.143,187577.279,4078.18,3517.662,124.732,0.0,0.387,1.15,,,32.0,86.77,,,,,1042873.0,4680.0,2827.808,12.69,4714.0,12.782,,,tests performed,781536.0,307884.0,,241655.0,,1869.0,211.92,83.48,,65.53,5068.0,113.0,0.031,35.19,368792.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,,,,
ISL,Europe,Iceland,2022-03-01,133211.0,3367.0,3016.714,65.0,3.0,0.714,361209.028,9129.808,8179.988,176.251,8.135,1.937,1.1,,,,,,,,,1184823.0,5629.0,3212.713,15.263,6078.0,16.481,,,tests performed,803609.0,309518.0,289482.0,249605.0,,313.0,217.9,83.93,78.49,67.68,849.0,21.0,0.006,11.11,368792.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,,,,
ISR,Asia,Israel,2022-02-01,2966444.0,65875.0,65854.0,8926.0,121.0,60.571,319281.455,7090.195,7087.935,960.715,13.023,6.519,0.91,338.0,36.379,3602.0,387.687,217.0,23.356,3438.0,370.036,43703609.0,237737.0,4703.865,25.588,239178.0,25.743,0.258,3.9,people tested,17923123.0,6697458.0,6104466.0,5121199.0,10493.0,10045.0,192.91,72.09,65.7,55.12,1081.0,528.0,0.006,56.48,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,,,,
ISR,Asia,Israel,2022-03-01,3642695.0,8192.0,9397.0,10218.0,20.0,25.714,392067.054,881.713,1011.409,1099.774,2.153,2.768,0.57,243.0,26.154,1498.0,161.231,69.0,7.427,910.0,97.944,46762218.0,72264.0,5033.066,7.778,65354.0,7.034,0.136,7.4,people tested,18043035.0,6702742.0,6126460.0,5213833.0,1530.0,1570.0,194.2,72.14,65.94,56.12,169.0,91.0,0.001,21.3,9291000.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,,,,
ITA,Europe,Italy,2022-02-01,11116422.0,133306.0,129114.429,146925.0,427.0,368.857,184145.895,2208.242,2138.808,2433.844,7.073,6.11,0.76,1549.0,25.66,21422.0,354.86,806.0,13.352,9539.0,158.016,171878714.0,1246987.0,2847.207,20.657,961613.0,15.929,0.1343,7.4,tests performed,128836110.0,50242657.0,46182250.0,33918016.0,425962.0,473079.0,213.42,83.23,76.5,56.19,7837.0,39835.0,0.066,76.85,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,,,,
ITA,Europe,Italy,2022-03-01,12829972.0,47136.0,39339.429,155000.0,233.0,212.571,212531.216,780.818,651.666,2567.608,3.86,3.521,0.79,708.0,11.728,11164.0,184.934,378.0,6.262,4140.0,68.58,187867237.0,530858.0,3112.061,8.794,412189.0,6.828,0.0954,10.5,tests performed,134254491.0,50639498.0,47508674.0,37613809.0,84805.0,108688.0,222.4,83.89,78.7,62.31,1800.0,5648.0,0.009,63.89,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,,,,
JAM,North America,Jamaica,2022-02-01,124806.0,294.0,481.429,2663.0,5.0,7.714,41973.296,98.875,161.908,895.589,1.682,2.594,0.62,,,,,,,,,,,,,2137.0,0.719,0.2253,4.4,samples tested,1307228.0,746226.0,621870.0,21186.0,3330.0,2186.0,43.96,25.1,20.91,0.71,735.0,760.0,0.026,74.07,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,,,,
JAM,North America,Jamaica,2022-03-01,128053.0,67.0,49.571,2814.0,1.0,2.714,43065.289,22.533,16.671,946.372,0.336,0.913,0.56,,,,,,,,,856003.0,3443.0,287.881,1.158,2154.0,0.724,0.023,43.5,samples tested,,,,,,1734.0,,,,,583.0,703.0,0.024,62.96,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,,,,
JEY,Europe,Jersey,2022-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,1217.0,18.0,0.018,,101073.0,,,,,,,,,,,,,,,,,,
JEY,Europe,Jersey,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,970.0,14.0,0.014,,101073.0,,,,,,,,,,,,,,,,,,
JOR,Asia,Jordan,2022-02-01,1243090.0,17781.0,11250.143,13235.0,18.0,19.0,121052.423,1731.518,1095.542,1288.828,1.753,1.85,1.41,,,,,,,,,,,,,45275.0,4.409,0.2485,4.0,tests performed,,,,,,15005.0,,,,,1461.0,3857.0,0.038,34.26,10269022.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JOR,Asia,Jordan,2022-03-01,1638228.0,6520.0,6707.143,13849.0,14.0,16.857,159531.063,634.919,653.143,1348.619,1.363,1.642,0.57,,,,,,,,,16319298.0,,1589.177,,36796.0,3.583,0.1823,5.5,tests performed,,,,,,20340.0,,,,,1981.0,4124.0,0.04,20.37,10269022.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
JPN,Asia,Japan,2022-02-01,2820053.0,81593.0,76740.286,18882.0,70.0,45.0,22372.354,647.303,608.804,149.797,0.555,0.357,1.38,,,,,,,,,32432569.0,253692.0,257.298,2.013,225007.0,1.785,0.3411,2.9,people tested,206186276.0,101346138.0,99824114.0,5016024.0,442111.0,321567.0,163.57,80.4,79.19,3.98,2551.0,239.0,0.0,47.22,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,,,
JPN,Asia,Japan,2022-03-01,5071249.0,65368.0,65592.143,23905.0,238.0,223.714,40231.789,518.585,520.363,189.646,1.888,1.775,0.94,,,,,,,,,37629310.0,168484.0,298.525,1.337,161137.0,1.278,0.4071,2.5,people tested,,,,,,985076.0,,,,,7815.0,12819.0,0.01,47.22,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,,,
KAZ,Asia,Kazakhstan,2022-02-01,1332643.0,7350.0,9763.429,18528.0,20.0,17.857,70157.723,386.945,514.001,975.417,1.053,0.94,0.79,,,,,,,,,,,,,,,,,,17961233.0,9194581.0,8766652.0,,19961.0,17428.0,94.56,48.41,46.15,,918.0,8328.0,0.044,62.04,18994958.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,,,,
KAZ,Asia,Kazakhstan,2022-03-01,1390966.0,296.0,409.286,18947.0,10.0,10.714,73228.169,15.583,21.547,997.475,0.526,0.564,0.34,,,,,,,,,,,,,,,,,,20890962.0,9385399.0,8991492.0,2514071.0,6648.0,23113.0,109.98,49.41,47.34,13.24,1217.0,4290.0,0.023,62.04,18994958.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,,,,
KEN,Africa,Kenya,2022-02-01,321552.0,171.0,138.286,5587.0,4.0,3.571,5847.92,3.11,2.515,101.608,0.073,0.065,0.42,,,,,,,,,3229023.0,6137.0,58.725,0.112,5583.0,0.102,0.0248,40.4,tests performed,12451246.0,6650827.0,5644983.0,155436.0,198672.0,117923.0,22.64,12.1,10.27,0.28,2145.0,40692.0,0.074,55.56,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,
KEN,Africa,Kenya,2022-03-01,322978.0,32.0,34.571,5639.0,0.0,0.143,5873.854,0.582,0.629,102.554,0.0,0.003,0.68,,,,,,,,,,,,,4652.0,0.085,0.0074,134.6,tests performed,16740060.0,,7667915.0,255481.0,48869.0,63026.0,30.44,,13.95,0.46,1146.0,24100.0,0.044,55.56,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,
KGZ,Asia,Kyrgyzstan,2022-02-01,198518.0,202.0,326.571,2884.0,4.0,4.286,29949.85,30.475,49.269,435.101,0.603,0.647,0.69,,,,,,,,,,,,,,,,,,2510003.0,1340302.0,1092996.0,,11074.0,9724.0,37.87,20.22,16.49,,1467.0,4501.0,0.068,47.22,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,
KGZ,Asia,Kyrgyzstan,2022-03-01,200527.0,0.0,22.714,2958.0,0.0,1.571,30252.942,0.0,3.427,446.265,0.0,0.237,0.55,,,,,,,,,,,,,,,,,,2748966.0,1445480.0,1167948.0,,9893.0,8585.0,41.47,21.81,17.62,,1295.0,3137.0,0.047,36.11,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,
KHM,Asia,Cambodia,2022-02-01,121390.0,35.0,42.286,3015.0,0.0,0.0,7163.154,2.065,2.495,177.913,0.0,0.0,1.51,,,,,,,,,,,,,3435.0,0.203,0.0123,81.2,tests performed,33185110.0,14355450.0,13763338.0,6119473.0,40333.0,54914.0,195.82,84.71,81.22,36.11,3240.0,1871.0,0.011,35.65,16946446.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,,,,
KHM,Asia,Cambodia,2022-03-01,130589.0,313.0,430.571,3032.0,0.0,1.429,7705.982,18.47,25.408,178.917,0.0,0.084,1.03,,,,,,,,,,,,,2239.0,0.132,0.1923,5.2,tests performed,35561224.0,14623044.0,13854023.0,,139574.0,150205.0,209.84,86.29,81.75,,8864.0,31601.0,0.186,29.63,16946446.0,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,,,,
KIR,Oceania,Kiribati,2022-02-01,629.0,169.0,80.429,,,,5181.731,1392.23,662.574,,,,2.44,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,2719.0,127.0,0.105,81.48,121388.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,,,,
KIR,Oceania,Kiribati,2022-03-01,2940.0,26.0,11.286,11.0,0.0,0.0,24219.857,214.189,92.972,90.619,0.0,0.0,0.41,,,,,,,,,,,,,,,,,,,,,,,226.0,,,,,1862.0,68.0,0.056,72.69,121388.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,,,,
KNA,North America,Saint Kitts and Nevis,2022-02-01,5446.0,24.0,27.429,37.0,4.0,1.286,101706.944,448.213,512.243,690.995,74.702,24.011,0.4,,,,,,,,,,,,,83.0,1.55,0.3305,3.0,people tested,,,,,,41.0,,,,,766.0,8.0,0.015,,53546.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
KNA,North America,Saint Kitts and Nevis,2022-03-01,5530.0,0.0,1.0,42.0,0.0,0.0,103275.688,0.0,18.676,784.372,0.0,0.0,0.47,,,,,,,,,,,,,48.0,0.896,0.0208,48.0,people tested,,,,,,,,,,,,,,,53546.0,212.865,,,,24654.385,,,12.84,,,,2.3,76.23,0.779,,,,
KOR,Asia,South Korea,2022-02-01,884310.0,20268.0,17332.429,6787.0,15.0,23.857,17236.27,395.048,337.83,132.287,0.292,0.465,1.55,272.0,5.302,,,,,7028.0,136.984,,,,,696.0,0.014,,,people tested,114552058.0,44707357.0,44062957.0,27297322.0,3249.0,231354.0,223.28,87.14,85.88,53.21,4509.0,5817.0,0.011,50.93,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2022-03-01,3492686.0,219237.0,166214.857,8266.0,96.0,94.143,68076.668,4273.194,3239.728,161.114,1.871,1.835,1.36,727.0,14.17,,,,,12606.0,245.706,17834536.0,1068586.0,347.617,20.828,784709.0,15.295,0.2118,4.7,people tested,119306795.0,44884157.0,44394080.0,31544563.0,5714.0,121844.0,232.54,87.48,86.53,61.48,2375.0,4589.0,0.009,40.74,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KWT,Asia,Kuwait,2022-02-01,552153.0,6436.0,6254.429,2499.0,2.0,1.571,127560.642,1486.871,1444.924,577.329,0.462,0.363,1.05,,,,,,,,,6949424.0,36300.0,1605.484,8.386,32992.0,7.622,0.1896,5.3,tests performed,,,,,,5444.0,,,,,1258.0,768.0,0.018,49.07,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,
KWT,Asia,Kuwait,2022-03-01,620452.0,558.0,722.143,2539.0,1.0,1.143,143339.356,128.911,166.832,586.57,0.231,0.264,0.5,,,,,,,,,7663298.0,17936.0,1770.406,4.144,22500.0,5.198,0.0321,31.2,tests performed,,,,,,7661.0,,,,,1770.0,948.0,0.022,24.07,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,
LAO,Asia,Laos,2022-02-01,134438.0,585.0,512.143,551.0,4.0,3.143,18218.116,79.275,69.402,74.668,0.542,0.426,0.79,,,,,,,,,951932.0,3850.0,128.999,0.522,2138.0,0.29,0.2395,4.2,tests performed,,,,,,48048.0,,,,,6511.0,6368.0,0.086,78.7,7379358.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,,,,
LAO,Asia,Laos,2022-03-01,142967.0,224.0,218.0,623.0,2.0,1.429,19373.908,30.355,29.542,84.425,0.271,0.194,0.9,,,,,,,,,,,,,1131.0,0.153,0.1927,5.2,tests performed,,,,,,19703.0,,,,,2670.0,13595.0,0.184,84.26,7379358.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,,,,
LBN,Asia,Lebanon,2022-02-01,928522.0,7314.0,7768.286,9621.0,15.0,15.429,137169.639,1080.49,1147.601,1421.301,2.216,2.279,1.07,,,,,,,,,,,,,,,,,,4917151.0,2441107.0,2026672.0,449372.0,15064.0,12976.0,72.64,36.06,29.94,6.64,1917.0,2790.0,0.041,50.0,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,
LBN,Asia,Lebanon,2022-03-01,1070696.0,1986.0,2492.0,10104.0,13.0,13.857,158172.864,293.39,368.141,1492.654,1.92,2.047,0.59,,,,,,,,,,,,,,,,,,5184681.0,2494296.0,2159931.0,530454.0,8553.0,7796.0,76.59,36.85,31.91,7.84,1152.0,1642.0,0.024,53.7,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,
LBR,Africa,Liberia,2022-02-01,7272.0,0.0,4.143,290.0,0.0,0.143,1403.805,0.0,0.8,55.982,0.0,0.028,0.35,,,,,,,,,,,,,,,,,,,,,,,2522.0,,,,,487.0,375.0,0.007,48.15,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,
LBR,Africa,Liberia,2022-03-01,7384.0,0.0,3.429,294.0,0.0,0.571,1425.425,0.0,0.662,56.754,0.0,0.11,0.25,,,,,,,,,,,,,,,,,,,,,,,2522.0,,,,,487.0,375.0,0.007,48.15,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,
LBY,Africa,Libya,2022-02-01,433932.0,4266.0,3301.571,6028.0,11.0,11.143,62359.651,613.06,474.463,866.274,1.581,1.601,1.4,,,,,,,,,,11270.0,,1.62,,,,,samples tested,3082052.0,2046913.0,1008409.0,,,11217.0,44.29,29.42,14.49,,1612.0,4924.0,0.071,51.85,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
LBY,Africa,Libya,2022-03-01,495115.0,669.0,935.429,6269.0,8.0,8.429,71152.159,96.141,134.429,900.908,1.15,1.211,0.56,,,,,,,,,,3422.0,,0.492,,,,,samples tested,,,,,,6766.0,,,,,972.0,3238.0,0.047,50.0,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
LCA,North America,Saint Lucia,2022-02-01,20942.0,0.0,139.286,328.0,0.0,0.286,113567.714,0.0,755.341,1778.732,0.0,1.549,0.87,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,374.0,31.0,0.017,,184401.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
LCA,North America,Saint Lucia,2022-03-01,22712.0,18.0,20.571,358.0,0.0,0.143,123166.36,97.613,111.558,1941.421,0.0,0.775,0.64,,,,,,,,,135918.0,,737.078,,,,,,tests performed,,,,,,963.0,,,,,5222.0,1.0,0.001,,184401.0,293.187,34.9,9.721,6.405,12951.839,,204.62,11.62,,,87.202,1.3,76.2,0.759,,,,
